age,job,marital,education,default,balance,housing,loan,contact,month,duration,poutcome,deposit
,blue-collar,,secondary,no,,yes,yes,cellular,may,,unknown,yes
,blue-collar,married,primary,no,5.0,no,no,cellular,jan,533.0,success,yes
31.0,management,married,secondary,no,0.0,no,no,cellular,aug,720.0,unknown,yes
31.0,services,,,no,,no,no,cellular,jun,,success,yes
57.0,technician,,tertiary,no,,no,no,telephone,jun,,unknown,yes
25.0,technician,single,secondary,no,4718.0,no,no,cellular,jul,709.0,unknown,yes
27.0,management,single,secondary,no,843.0,no,no,cellular,jan,187.0,unknown,yes
24.0,blue-collar,married,primary,no,656.0,yes,no,unknown,may,894.0,unknown,yes
39.0,services,single,secondary,no,91.0,no,no,cellular,sep,213.0,success,yes
27.0,services,married,secondary,no,0.0,yes,no,cellular,jul,1608.0,unknown,yes
24.0,self-employed,single,tertiary,no,2984.0,yes,no,unknown,may,935.0,unknown,yes
56.0,management,married,primary,no,,no,no,cellular,nov,257.0,unknown,yes
33.0,admin.,single,tertiary,no,,no,no,cellular,mar,238.0,unknown,yes
38.0,technician,married,secondary,no,5115.0,yes,no,cellular,jun,,success,yes
34.0,admin.,married,secondary,no,247.0,no,no,cellular,oct,401.0,unknown,yes
45.0,blue-collar,married,secondary,no,154.0,yes,no,unknown,may,1138.0,unknown,yes
35.0,management,married,tertiary,no,1731.0,no,no,cellular,jul,361.0,unknown,yes
52.0,management,married,tertiary,no,3634.0,no,no,cellular,feb,341.0,unknown,yes
38.0,admin.,,,no,,yes,no,cellular,feb,,success,yes
,technician,single,tertiary,no,,yes,no,unknown,may,806.0,unknown,yes
38.0,blue-collar,divorced,secondary,no,0.0,yes,no,cellular,oct,576.0,success,yes
36.0,technician,single,secondary,no,12264.0,no,no,cellular,apr,158.0,unknown,yes
33.0,services,married,secondary,no,478.0,no,no,cellular,apr,475.0,unknown,yes
43.0,management,single,tertiary,no,,no,no,cellular,oct,,unknown,yes
41.0,technician,married,secondary,no,965.0,no,no,cellular,aug,336.0,unknown,yes
46.0,technician,married,secondary,no,332.0,yes,no,unknown,may,772.0,unknown,yes
60.0,housemaid,married,primary,no,1163.0,no,no,cellular,apr,470.0,unknown,yes
40.0,unemployed,married,secondary,no,1960.0,yes,no,unknown,jun,605.0,unknown,yes
33.0,admin.,divorced,secondary,no,294.0,yes,no,cellular,may,763.0,unknown,yes
35.0,self-employed,married,secondary,no,188.0,yes,yes,unknown,jun,1865.0,unknown,yes
36.0,management,married,tertiary,no,,no,no,cellular,feb,303.0,unknown,yes
,student,single,secondary,no,1377.0,yes,no,cellular,may,688.0,unknown,yes
60.0,retired,married,secondary,no,,no,no,cellular,aug,192.0,unknown,yes
47.0,management,married,tertiary,no,,no,no,cellular,aug,290.0,unknown,yes
35.0,student,married,tertiary,no,387.0,yes,no,cellular,may,1024.0,failure,yes
,admin.,married,secondary,no,849.0,yes,no,cellular,feb,3102.0,unknown,yes
39.0,blue-collar,divorced,primary,no,1317.0,yes,no,cellular,nov,543.0,other,yes
46.0,services,married,secondary,no,273.0,no,no,cellular,aug,565.0,unknown,yes
,management,married,tertiary,no,0.0,yes,no,cellular,apr,300.0,success,yes
58.0,retired,divorced,primary,no,2538.0,yes,no,cellular,nov,680.0,failure,yes
34.0,technician,married,secondary,no,133.0,no,no,cellular,nov,401.0,success,yes
,admin.,single,tertiary,no,146.0,no,no,cellular,oct,380.0,success,yes
42.0,technician,single,unknown,no,11115.0,no,no,cellular,apr,328.0,unknown,yes
32.0,services,single,secondary,no,486.0,no,no,cellular,jan,1181.0,unknown,yes
,management,single,tertiary,no,159.0,no,no,telephone,oct,,other,yes
35.0,blue-collar,married,unknown,no,,no,no,unknown,jun,,unknown,yes
77.0,retired,,,no,,no,no,telephone,nov,,failure,yes
62.0,retired,married,unknown,no,800.0,no,no,cellular,feb,737.0,unknown,yes
62.0,self-employed,divorced,secondary,no,,yes,no,cellular,aug,,unknown,yes
,management,married,tertiary,no,,yes,no,telephone,oct,154.0,unknown,yes
37.0,management,married,tertiary,no,238.0,no,no,cellular,feb,185.0,success,yes
38.0,management,married,tertiary,no,238.0,no,no,cellular,aug,139.0,failure,yes
31.0,management,married,tertiary,no,1812.0,no,no,cellular,apr,,unknown,yes
38.0,management,married,tertiary,no,413.0,no,no,cellular,oct,252.0,success,yes
,blue-collar,married,secondary,no,152.0,yes,yes,cellular,jul,831.0,unknown,yes
34.0,blue-collar,married,primary,no,1031.0,yes,no,unknown,may,751.0,unknown,yes
33.0,management,single,tertiary,no,3143.0,no,no,cellular,jun,421.0,unknown,yes
38.0,management,married,tertiary,no,613.0,no,no,cellular,feb,239.0,unknown,yes
28.0,services,single,secondary,no,168.0,no,no,cellular,jan,387.0,other,yes
67.0,retired,single,tertiary,no,2144.0,no,no,telephone,apr,847.0,unknown,yes
31.0,management,married,tertiary,no,1331.0,no,no,cellular,apr,297.0,success,yes
,technician,married,tertiary,no,2611.0,no,no,cellular,apr,194.0,unknown,yes
,technician,single,secondary,no,925.0,no,no,cellular,aug,930.0,unknown,yes
31.0,technician,single,tertiary,no,,yes,no,cellular,apr,997.0,failure,yes
,technician,,secondary,no,,no,no,cellular,aug,,unknown,yes
30.0,unemployed,single,tertiary,no,302.0,no,no,cellular,feb,528.0,unknown,yes
38.0,admin.,married,secondary,no,47.0,yes,no,cellular,may,288.0,unknown,yes
49.0,blue-collar,married,secondary,no,1946.0,no,no,cellular,jul,486.0,unknown,yes
40.0,technician,married,secondary,no,2266.0,no,no,cellular,oct,447.0,failure,yes
34.0,technician,single,tertiary,no,992.0,yes,no,cellular,feb,71.0,unknown,yes
,management,single,tertiary,no,3544.0,yes,no,cellular,jun,380.0,unknown,yes
33.0,blue-collar,single,secondary,no,76.0,yes,no,unknown,jun,1141.0,unknown,yes
34.0,management,single,unknown,no,6013.0,yes,no,cellular,may,612.0,unknown,yes
,housemaid,single,tertiary,no,19.0,no,no,cellular,apr,149.0,unknown,yes
27.0,blue-collar,single,primary,no,232.0,yes,no,cellular,oct,701.0,unknown,yes
22.0,unemployed,single,tertiary,no,,no,no,cellular,jul,,other,yes
27.0,blue-collar,single,secondary,no,535.0,no,no,cellular,may,159.0,success,yes
34.0,technician,married,tertiary,no,127.0,no,no,cellular,jun,117.0,unknown,yes
,housemaid,married,tertiary,no,,no,no,cellular,oct,134.0,success,yes
36.0,blue-collar,married,secondary,no,324.0,yes,yes,cellular,jul,830.0,unknown,yes
,services,divorced,tertiary,no,1639.0,no,no,cellular,jan,349.0,unknown,yes
32.0,admin.,married,secondary,no,0.0,yes,no,cellular,apr,177.0,unknown,yes
33.0,admin.,married,secondary,no,-370.0,yes,no,cellular,may,261.0,failure,yes
27.0,technician,single,tertiary,no,,no,no,cellular,nov,,success,yes
,management,married,tertiary,no,323.0,no,no,cellular,jan,261.0,unknown,yes
47.0,housemaid,married,secondary,no,3940.0,yes,no,cellular,aug,226.0,failure,yes
57.0,management,divorced,tertiary,no,8897.0,yes,no,cellular,aug,865.0,unknown,yes
26.0,technician,single,secondary,no,2002.0,no,no,cellular,jan,146.0,unknown,yes
46.0,blue-collar,married,secondary,no,668.0,yes,no,unknown,may,,unknown,yes
,services,married,primary,no,2946.0,yes,no,cellular,may,467.0,unknown,yes
43.0,services,,,no,,no,no,cellular,dec,,success,yes
49.0,services,married,primary,no,0.0,yes,no,cellular,may,445.0,failure,yes
34.0,technician,married,tertiary,no,23076.0,no,no,cellular,may,243.0,other,yes
28.0,unemployed,married,primary,no,,yes,no,cellular,feb,981.0,failure,yes
33.0,blue-collar,married,primary,no,5.0,yes,no,cellular,apr,1007.0,unknown,yes
25.0,student,single,secondary,no,4147.0,no,no,cellular,aug,211.0,unknown,yes
26.0,services,single,tertiary,no,0.0,no,yes,telephone,jul,261.0,unknown,yes
32.0,admin.,single,secondary,no,131.0,yes,no,cellular,jun,522.0,success,yes
29.0,management,married,secondary,no,231.0,no,no,cellular,may,1075.0,failure,yes
,management,,tertiary,no,,no,no,cellular,jan,,other,yes
,technician,,,no,,no,no,cellular,nov,,failure,yes
,technician,married,secondary,no,1819.0,no,no,cellular,sep,397.0,failure,yes
,management,married,secondary,no,587.0,no,no,cellular,may,457.0,success,yes
62.0,retired,married,secondary,no,1495.0,no,no,cellular,oct,896.0,success,yes
,self-employed,single,tertiary,no,442.0,no,no,cellular,jun,474.0,other,yes
,management,married,tertiary,no,271.0,yes,no,cellular,nov,182.0,success,yes
77.0,retired,married,primary,no,29340.0,no,no,cellular,mar,257.0,other,yes
,management,married,tertiary,no,1014.0,no,yes,cellular,apr,,failure,yes
,management,married,tertiary,no,2366.0,no,no,cellular,jan,816.0,other,yes
,housemaid,single,primary,no,,no,no,cellular,apr,,unknown,yes
,management,,tertiary,no,,no,no,cellular,sep,,failure,yes
30.0,management,single,tertiary,no,617.0,no,no,cellular,feb,192.0,unknown,yes
40.0,technician,,tertiary,no,,yes,no,cellular,feb,,unknown,yes
67.0,retired,married,unknown,no,2540.0,no,no,telephone,sep,,success,yes
39.0,services,single,secondary,no,403.0,yes,no,cellular,may,1262.0,unknown,yes
20.0,blue-collar,single,secondary,no,423.0,yes,no,cellular,apr,498.0,unknown,yes
31.0,management,married,tertiary,no,131.0,no,no,cellular,feb,332.0,unknown,yes
31.0,admin.,single,tertiary,no,4041.0,no,no,cellular,apr,1034.0,unknown,yes
33.0,management,married,tertiary,no,273.0,yes,no,unknown,may,803.0,unknown,yes
,blue-collar,married,primary,no,,yes,no,unknown,may,460.0,unknown,yes
45.0,admin.,married,secondary,no,0.0,no,yes,telephone,jul,533.0,unknown,yes
,technician,single,secondary,no,2544.0,no,no,cellular,jul,252.0,success,yes
,technician,married,tertiary,no,,no,no,cellular,nov,178.0,success,yes
41.0,blue-collar,married,secondary,no,2689.0,yes,no,cellular,apr,135.0,unknown,yes
,management,married,tertiary,no,3160.0,yes,no,cellular,apr,688.0,unknown,yes
,housemaid,,secondary,no,,no,no,cellular,mar,,unknown,yes
,retired,married,secondary,no,393.0,no,yes,cellular,jul,183.0,failure,yes
,student,single,secondary,no,69.0,no,no,cellular,jan,532.0,unknown,yes
35.0,technician,single,tertiary,no,2658.0,yes,no,cellular,aug,768.0,failure,yes
30.0,services,single,secondary,yes,,yes,no,cellular,jul,516.0,unknown,yes
,retired,married,secondary,no,466.0,yes,no,cellular,oct,526.0,unknown,yes
32.0,student,single,tertiary,no,64.0,no,no,cellular,jun,598.0,failure,yes
29.0,blue-collar,married,secondary,no,,yes,yes,cellular,apr,1311.0,unknown,yes
29.0,management,single,secondary,no,,no,yes,telephone,may,640.0,unknown,yes
,blue-collar,married,secondary,no,955.0,no,yes,cellular,dec,221.0,unknown,yes
40.0,housemaid,single,tertiary,no,,no,no,cellular,jul,1461.0,unknown,yes
,technician,married,tertiary,no,,yes,no,unknown,jun,835.0,unknown,yes
36.0,admin.,single,tertiary,no,994.0,no,no,cellular,may,211.0,success,yes
,blue-collar,married,secondary,no,1766.0,no,yes,cellular,jun,166.0,unknown,yes
,services,married,secondary,no,-236.0,yes,no,cellular,jul,745.0,unknown,yes
42.0,services,married,secondary,no,774.0,no,no,cellular,jan,997.0,unknown,yes
46.0,admin.,married,secondary,no,659.0,yes,no,telephone,jul,1127.0,unknown,yes
34.0,technician,married,tertiary,no,149.0,no,no,cellular,aug,739.0,unknown,yes
52.0,blue-collar,married,secondary,no,1405.0,no,yes,cellular,jul,753.0,unknown,yes
47.0,admin.,married,secondary,no,290.0,yes,no,cellular,jul,1352.0,unknown,yes
40.0,student,single,secondary,no,595.0,yes,no,cellular,jun,406.0,unknown,yes
,student,single,secondary,no,4613.0,no,no,cellular,may,663.0,other,yes
,technician,married,secondary,no,0.0,yes,no,cellular,dec,344.0,unknown,yes
,retired,divorced,secondary,no,,no,no,cellular,feb,261.0,failure,yes
42.0,unemployed,married,tertiary,no,576.0,no,no,cellular,jun,447.0,success,yes
40.0,management,single,tertiary,no,,yes,no,cellular,sep,232.0,success,yes
43.0,technician,married,secondary,no,1358.0,no,no,cellular,mar,159.0,unknown,yes
26.0,student,single,tertiary,no,,yes,no,cellular,may,397.0,failure,yes
31.0,blue-collar,married,secondary,no,,yes,no,unknown,aug,97.0,other,yes
31.0,management,single,tertiary,no,533.0,no,no,cellular,feb,144.0,success,yes
29.0,services,single,tertiary,no,1788.0,no,no,cellular,oct,353.0,unknown,yes
,self-employed,divorced,tertiary,no,1070.0,yes,no,cellular,aug,137.0,success,yes
35.0,management,single,tertiary,no,80.0,no,no,cellular,sep,434.0,other,yes
,technician,single,secondary,no,,yes,no,unknown,oct,207.0,unknown,yes
30.0,admin.,single,secondary,no,1309.0,no,no,cellular,jan,622.0,unknown,yes
48.0,management,married,tertiary,no,0.0,no,yes,cellular,feb,204.0,success,yes
33.0,management,single,unknown,no,1534.0,yes,no,cellular,jul,1041.0,unknown,yes
36.0,management,married,tertiary,no,535.0,no,no,cellular,apr,150.0,unknown,yes
46.0,admin.,married,secondary,no,368.0,no,no,cellular,aug,293.0,other,yes
35.0,unemployed,single,tertiary,no,415.0,no,no,cellular,may,164.0,success,yes
46.0,technician,married,secondary,no,,no,yes,cellular,jun,148.0,success,yes
32.0,admin.,married,secondary,no,35.0,no,no,cellular,dec,324.0,success,yes
46.0,services,married,secondary,no,2948.0,no,no,cellular,nov,893.0,unknown,yes
54.0,housemaid,married,tertiary,no,2473.0,no,no,cellular,mar,607.0,unknown,yes
36.0,management,married,tertiary,no,1133.0,yes,no,cellular,aug,293.0,other,yes
29.0,admin.,single,secondary,no,306.0,yes,no,cellular,may,774.0,unknown,yes
,management,married,secondary,no,-382.0,no,no,cellular,jul,644.0,unknown,yes
,admin.,divorced,secondary,no,1224.0,yes,no,cellular,nov,187.0,unknown,yes
,management,,tertiary,no,,no,no,cellular,may,,success,yes
,technician,married,tertiary,no,2166.0,no,no,cellular,jul,577.0,success,yes
,management,married,tertiary,no,,no,no,cellular,jun,200.0,unknown,yes
36.0,management,married,tertiary,no,495.0,no,no,cellular,aug,157.0,success,yes
,admin.,married,secondary,no,,yes,no,cellular,nov,161.0,failure,yes
,student,single,secondary,no,1925.0,no,no,cellular,may,252.0,failure,yes
23.0,services,single,secondary,no,,yes,no,cellular,may,843.0,failure,yes
46.0,blue-collar,married,unknown,no,842.0,yes,no,telephone,may,833.0,unknown,yes
33.0,unemployed,single,tertiary,no,6748.0,no,no,cellular,aug,1579.0,unknown,yes
,management,married,tertiary,no,-242.0,yes,yes,cellular,may,600.0,other,yes
,blue-collar,married,primary,no,3917.0,no,no,cellular,mar,154.0,unknown,yes
38.0,technician,single,secondary,no,1711.0,no,no,telephone,sep,234.0,unknown,yes
62.0,retired,married,secondary,no,298.0,no,no,cellular,nov,709.0,unknown,yes
,unknown,married,secondary,no,335.0,no,no,cellular,feb,891.0,failure,yes
,management,married,unknown,no,2240.0,yes,no,cellular,jun,282.0,success,yes
38.0,technician,married,secondary,no,1478.0,no,no,cellular,aug,926.0,unknown,yes
32.0,entrepreneur,married,secondary,no,390.0,no,no,cellular,sep,440.0,failure,yes
,student,single,secondary,no,1234.0,no,no,cellular,jul,,success,yes
,management,single,tertiary,no,3704.0,no,no,cellular,aug,238.0,unknown,yes
,blue-collar,married,unknown,no,890.0,no,no,cellular,aug,1329.0,unknown,yes
47.0,management,married,tertiary,no,3663.0,no,no,cellular,mar,364.0,unknown,yes
58.0,blue-collar,single,secondary,no,119.0,yes,yes,cellular,may,985.0,unknown,yes
30.0,blue-collar,married,secondary,no,167.0,yes,no,cellular,jul,255.0,unknown,yes
39.0,technician,single,secondary,no,1022.0,yes,no,unknown,may,1410.0,unknown,yes
30.0,admin.,single,tertiary,no,305.0,no,no,cellular,feb,227.0,unknown,yes
,blue-collar,divorced,unknown,no,,no,no,cellular,jun,177.0,unknown,yes
34.0,management,married,tertiary,no,3047.0,no,no,cellular,apr,317.0,other,yes
,management,married,tertiary,no,616.0,no,no,cellular,apr,225.0,success,yes
27.0,services,single,secondary,no,453.0,no,no,cellular,apr,142.0,unknown,yes
46.0,self-employed,single,secondary,no,526.0,no,no,cellular,apr,523.0,other,yes
32.0,management,married,tertiary,no,169.0,no,no,telephone,aug,,unknown,yes
27.0,services,single,secondary,no,1347.0,no,no,telephone,dec,824.0,success,yes
36.0,blue-collar,married,primary,no,378.0,yes,no,cellular,may,1240.0,unknown,yes
46.0,admin.,single,tertiary,no,2889.0,yes,no,cellular,may,494.0,unknown,yes
46.0,technician,married,secondary,no,57.0,no,no,unknown,may,,unknown,yes
49.0,management,married,tertiary,no,,no,no,telephone,oct,,unknown,yes
39.0,technician,married,tertiary,no,1293.0,no,no,cellular,jun,140.0,unknown,yes
33.0,technician,single,secondary,no,2085.0,no,no,cellular,feb,501.0,unknown,yes
48.0,entrepreneur,single,secondary,no,315.0,no,no,unknown,feb,271.0,unknown,yes
,blue-collar,,,no,,no,no,unknown,jun,,unknown,yes
,retired,married,secondary,no,1853.0,no,no,cellular,feb,234.0,success,yes
33.0,technician,single,secondary,no,,yes,no,cellular,aug,268.0,unknown,yes
64.0,management,married,tertiary,no,3951.0,no,no,cellular,jan,134.0,success,yes
22.0,self-employed,single,tertiary,no,780.0,no,no,cellular,mar,272.0,unknown,yes
34.0,technician,divorced,tertiary,no,674.0,yes,no,cellular,aug,587.0,unknown,yes
36.0,blue-collar,married,secondary,no,218.0,yes,no,cellular,may,619.0,unknown,yes
,retired,married,primary,no,763.0,no,no,cellular,apr,384.0,unknown,yes
37.0,services,married,secondary,no,4151.0,yes,yes,cellular,jul,543.0,unknown,yes
78.0,retired,divorced,primary,no,2787.0,no,no,telephone,jul,372.0,unknown,yes
31.0,technician,married,tertiary,no,,no,yes,cellular,nov,419.0,other,yes
,student,single,secondary,no,153.0,no,no,unknown,jun,100.0,unknown,yes
60.0,self-employed,married,primary,no,,no,yes,cellular,jul,816.0,unknown,yes
36.0,self-employed,married,secondary,no,1184.0,yes,no,cellular,apr,1063.0,unknown,yes
51.0,technician,married,secondary,no,,no,no,telephone,jul,257.0,unknown,yes
26.0,blue-collar,single,secondary,no,3145.0,no,no,cellular,dec,1141.0,other,yes
48.0,admin.,married,secondary,no,660.0,no,no,cellular,feb,318.0,success,yes
,management,married,tertiary,no,,yes,no,cellular,may,813.0,unknown,yes
,student,single,secondary,no,215.0,no,no,cellular,nov,325.0,success,yes
77.0,retired,,,no,,no,no,cellular,may,,success,yes
42.0,management,single,tertiary,yes,0.0,yes,no,cellular,nov,824.0,unknown,yes
,admin.,single,secondary,no,,yes,no,unknown,may,543.0,unknown,yes
56.0,blue-collar,married,secondary,no,448.0,yes,yes,cellular,may,556.0,other,yes
32.0,technician,,tertiary,no,,yes,no,cellular,apr,,success,yes
33.0,management,married,tertiary,no,271.0,yes,no,cellular,aug,801.0,unknown,yes
33.0,management,single,tertiary,no,1271.0,yes,no,cellular,apr,636.0,failure,yes
54.0,housemaid,married,secondary,no,962.0,yes,no,cellular,oct,288.0,unknown,yes
28.0,student,single,tertiary,no,3054.0,no,no,cellular,apr,384.0,other,yes
,unemployed,married,tertiary,no,0.0,no,no,cellular,oct,373.0,unknown,yes
51.0,management,married,tertiary,no,346.0,no,no,cellular,nov,134.0,failure,yes
43.0,blue-collar,divorced,primary,no,3550.0,no,no,cellular,nov,1154.0,unknown,yes
36.0,management,,,no,,no,no,cellular,may,,failure,yes
,management,married,tertiary,no,,yes,yes,cellular,jan,243.0,success,yes
47.0,admin.,,,no,,yes,no,unknown,jun,,unknown,yes
,services,married,secondary,no,129.0,yes,no,unknown,may,1446.0,unknown,yes
31.0,technician,married,tertiary,no,,yes,no,cellular,may,352.0,unknown,yes
39.0,technician,married,secondary,no,4101.0,yes,no,cellular,feb,146.0,other,yes
40.0,management,married,tertiary,no,3352.0,yes,no,telephone,oct,138.0,unknown,yes
48.0,management,single,tertiary,no,334.0,yes,no,cellular,sep,600.0,success,yes
30.0,services,divorced,secondary,no,341.0,yes,no,cellular,nov,478.0,unknown,yes
41.0,entrepreneur,married,secondary,no,8491.0,yes,no,cellular,nov,929.0,unknown,yes
33.0,services,married,secondary,no,227.0,yes,yes,cellular,aug,477.0,unknown,yes
25.0,student,single,secondary,no,125.0,no,no,cellular,feb,215.0,success,yes
49.0,admin.,married,secondary,no,3608.0,yes,no,unknown,nov,,unknown,yes
32.0,management,single,tertiary,no,,yes,no,cellular,aug,958.0,unknown,yes
,management,married,tertiary,no,,no,no,cellular,oct,200.0,unknown,yes
28.0,student,single,secondary,no,0.0,no,no,cellular,feb,209.0,unknown,yes
,management,married,tertiary,no,1113.0,no,no,cellular,mar,229.0,success,yes
,blue-collar,single,secondary,no,1857.0,yes,no,cellular,apr,295.0,success,yes
53.0,admin.,single,secondary,no,2892.0,no,no,cellular,apr,527.0,unknown,yes
,self-employed,divorced,tertiary,no,6.0,yes,no,cellular,apr,103.0,success,yes
34.0,services,married,secondary,no,1076.0,no,no,cellular,may,152.0,success,yes
26.0,admin.,,,yes,,yes,no,cellular,may,,unknown,yes
39.0,blue-collar,married,secondary,no,,yes,no,cellular,feb,397.0,unknown,yes
,management,single,tertiary,no,2048.0,yes,no,cellular,oct,310.0,failure,yes
,student,single,primary,no,608.0,no,no,cellular,may,236.0,success,yes
33.0,blue-collar,divorced,unknown,yes,-274.0,yes,yes,cellular,apr,715.0,failure,yes
43.0,admin.,married,secondary,no,132.0,no,no,cellular,may,187.0,success,yes
35.0,technician,single,secondary,no,344.0,no,no,cellular,aug,519.0,unknown,yes
52.0,blue-collar,,,no,,no,no,cellular,oct,,unknown,yes
28.0,self-employed,single,secondary,no,,yes,no,cellular,feb,701.0,unknown,yes
35.0,blue-collar,,secondary,no,,yes,no,cellular,jul,,unknown,yes
50.0,blue-collar,married,primary,no,,no,no,telephone,sep,214.0,failure,yes
37.0,services,married,secondary,no,4017.0,no,no,cellular,apr,665.0,success,yes
36.0,technician,married,secondary,no,368.0,yes,yes,unknown,may,1597.0,unknown,yes
61.0,retired,married,secondary,no,569.0,no,no,cellular,aug,219.0,unknown,yes
24.0,blue-collar,married,secondary,no,,no,no,cellular,nov,105.0,success,yes
35.0,services,single,primary,no,167.0,no,yes,cellular,jul,614.0,unknown,yes
,management,,,no,,yes,no,cellular,apr,,unknown,yes
45.0,blue-collar,married,secondary,no,,yes,no,cellular,feb,872.0,unknown,yes
,blue-collar,married,secondary,no,2160.0,no,no,cellular,sep,261.0,success,yes
39.0,technician,married,secondary,no,1587.0,yes,no,cellular,jun,171.0,unknown,yes
35.0,management,divorced,tertiary,no,,yes,no,cellular,jul,862.0,unknown,yes
23.0,student,single,tertiary,no,,no,no,cellular,may,1178.0,success,yes
34.0,blue-collar,married,secondary,no,,yes,no,cellular,may,507.0,unknown,yes
,admin.,single,secondary,no,,no,no,cellular,jan,758.0,unknown,yes
,student,single,secondary,no,71.0,no,no,cellular,jan,169.0,unknown,yes
,unknown,single,tertiary,no,0.0,no,no,cellular,jun,257.0,success,yes
53.0,admin.,married,secondary,no,3765.0,no,no,unknown,jun,1094.0,unknown,yes
46.0,blue-collar,married,primary,no,977.0,no,yes,telephone,feb,436.0,unknown,yes
26.0,technician,single,tertiary,no,15161.0,no,no,cellular,feb,280.0,unknown,yes
,admin.,married,tertiary,no,0.0,yes,yes,cellular,mar,124.0,unknown,yes
,entrepreneur,married,tertiary,no,776.0,yes,no,telephone,jul,990.0,unknown,yes
51.0,admin.,single,secondary,no,1994.0,no,no,unknown,jun,771.0,unknown,yes
,admin.,married,secondary,no,616.0,no,no,cellular,sep,250.0,unknown,yes
46.0,housemaid,married,primary,no,,no,no,cellular,oct,175.0,failure,yes
34.0,technician,single,tertiary,no,6529.0,no,no,cellular,aug,505.0,unknown,yes
40.0,blue-collar,married,primary,no,0.0,yes,no,cellular,jul,1080.0,unknown,yes
40.0,admin.,,secondary,no,,no,no,cellular,apr,,unknown,yes
46.0,technician,single,secondary,no,,no,no,cellular,nov,819.0,unknown,yes
59.0,entrepreneur,married,secondary,no,496.0,no,no,cellular,oct,738.0,success,yes
34.0,technician,married,tertiary,no,1539.0,yes,no,cellular,jun,441.0,other,yes
,management,divorced,tertiary,no,,no,no,cellular,oct,125.0,unknown,yes
,management,single,tertiary,no,,yes,no,cellular,feb,,unknown,yes
56.0,management,,,no,,yes,no,cellular,may,,other,yes
28.0,technician,single,secondary,no,5763.0,no,yes,cellular,mar,196.0,unknown,yes
33.0,blue-collar,married,secondary,no,-267.0,yes,no,cellular,apr,1030.0,unknown,yes
37.0,unemployed,single,secondary,no,443.0,no,no,cellular,jan,,unknown,yes
38.0,services,married,secondary,no,934.0,yes,no,cellular,may,,unknown,yes
25.0,technician,single,secondary,no,4859.0,no,no,cellular,jan,227.0,unknown,yes
74.0,retired,married,tertiary,no,1843.0,no,no,cellular,sep,,success,yes
42.0,unemployed,married,secondary,no,1289.0,no,no,cellular,jul,250.0,failure,yes
29.0,housemaid,single,tertiary,no,19.0,no,no,cellular,dec,274.0,success,yes
60.0,retired,married,secondary,no,8332.0,no,no,cellular,mar,279.0,other,yes
41.0,blue-collar,married,secondary,no,,yes,no,cellular,jul,584.0,unknown,yes
51.0,admin.,married,secondary,no,949.0,no,no,cellular,aug,1092.0,unknown,yes
,blue-collar,married,primary,no,,yes,no,cellular,jul,491.0,unknown,yes
41.0,management,married,tertiary,no,254.0,no,no,cellular,jun,183.0,failure,yes
31.0,blue-collar,married,secondary,no,136.0,no,no,cellular,may,,failure,yes
25.0,admin.,single,secondary,no,285.0,no,no,cellular,jul,658.0,unknown,yes
32.0,management,divorced,tertiary,no,874.0,no,no,cellular,aug,1282.0,unknown,yes
,retired,married,tertiary,no,1641.0,yes,no,cellular,feb,49.0,unknown,yes
31.0,management,single,secondary,no,1088.0,yes,no,cellular,apr,575.0,unknown,yes
,student,single,tertiary,no,1138.0,no,no,telephone,feb,402.0,unknown,yes
,student,single,tertiary,no,13107.0,yes,no,cellular,apr,661.0,failure,yes
60.0,retired,married,tertiary,no,2557.0,yes,no,cellular,feb,,unknown,yes
34.0,admin.,married,tertiary,no,142.0,yes,no,cellular,may,459.0,unknown,yes
43.0,admin.,single,secondary,no,,yes,no,cellular,nov,1102.0,unknown,yes
31.0,entrepreneur,single,tertiary,yes,-405.0,yes,yes,cellular,aug,703.0,unknown,yes
42.0,management,single,tertiary,no,11008.0,no,no,cellular,jul,822.0,success,yes
,services,single,secondary,no,246.0,no,no,cellular,jun,453.0,unknown,yes
57.0,retired,married,tertiary,no,0.0,yes,yes,unknown,may,648.0,unknown,yes
30.0,management,single,tertiary,no,536.0,no,no,cellular,jan,362.0,success,yes
45.0,admin.,divorced,tertiary,no,1506.0,no,no,cellular,jul,365.0,unknown,yes
49.0,admin.,single,secondary,no,716.0,yes,no,unknown,may,1257.0,unknown,yes
31.0,management,single,tertiary,no,,no,no,cellular,apr,242.0,unknown,yes
,management,divorced,tertiary,no,,no,no,cellular,apr,,failure,yes
57.0,technician,married,secondary,no,7554.0,no,no,telephone,oct,141.0,unknown,yes
57.0,management,divorced,unknown,no,854.0,no,no,cellular,oct,480.0,success,yes
58.0,retired,married,secondary,no,1230.0,no,no,cellular,may,420.0,failure,yes
54.0,management,married,tertiary,no,1303.0,no,no,cellular,feb,,unknown,yes
36.0,management,married,tertiary,no,93.0,no,no,cellular,jul,262.0,failure,yes
53.0,services,divorced,primary,no,,yes,yes,unknown,may,591.0,unknown,yes
34.0,admin.,married,tertiary,no,69.0,no,yes,cellular,aug,263.0,success,yes
27.0,unemployed,single,secondary,no,771.0,no,no,cellular,oct,181.0,other,yes
41.0,services,,secondary,no,,yes,yes,cellular,mar,,unknown,yes
,technician,married,secondary,no,973.0,no,no,cellular,feb,326.0,unknown,yes
27.0,blue-collar,single,primary,no,377.0,no,no,cellular,feb,645.0,unknown,yes
